t_s,parent_cpu,worker_cpu_mean,worker_cpu_p90,worker_cpu_max,worker_cpu_sum,tree_cpu,system_cpu,children,parent_threads,parent_rss_mb,tree_rss_mb,mem_available_mb,parent_ctx_vol,parent_ctx_invol,gpu_util,gpu_mem_util,gpu_mem_used_mb,gpu_power_w,gpu_clock_sm
2.0,300.1,,,,,300.1,8.6,0,43,613.9,613.9,28836.1,64,46,0,0,2,12.27,637
4.2,68.6,72.41,127.8,160.4,3548.1,3616.7,34.9,49,50,753.6,5300.5,25903.1,142,57,0,0,142,8.85,277
6.2,2.9,69.05,111.7,122.8,3383.5,3386.4,96.0,49,50,753.6,18916.0,19618.4,183,70,0,0,156,18.43,2580
8.3,1.5,69.4,110.8,133.2,3400.8,3402.3,96.2,49,50,753.6,22642.6,17262.4,223,71,0,0,156,18.35,2580
10.3,19.8,66.84,90.8,96.9,3275.3,3295.1,93.4,49,50,997.4,24533.0,15410.6,263,76,0,0,200,18.33,2580
12.3,107.8,26.11,55.4,58.4,1279.6,1387.4,40.0,49,98,1323.8,25384.1,14552.2,952,76,4,1,242,24.52,2715
14.3,111.3,7.08,7.9,8.4,346.7,458.0,13.1,49,98,1324.7,25396.0,14551.2,1744,76,3,1,242,24.92,2707
16.4,110.3,7.31,8.4,8.9,358.2,468.5,13.8,49,98,1325.7,25401.3,14554.4,2494,76,3,1,242,24.75,2707
18.4,111.5,7.65,8.9,9.4,374.7,486.2,14.3,49,98,1326.6,25407.5,14524.6,3586,76,3,1,242,25.20,2700
20.4,110.5,7.74,8.9,9.4,379.2,489.7,14.4,49,98,1327.5,25412.8,14529.3,4428,76,2,1,242,24.68,2707
22.4,110.8,8.11,9.4,9.9,397.2,508.0,14.8,49,98,1328.4,25415.7,14523.3,5280,76,3,1,242,24.48,2707
24.5,110.9,8.3,9.8,10.3,406.9,517.8,14.8,49,98,1329.2,25421.5,14528.7,6019,76,3,1,242,24.52,2700
26.5,110.7,8.17,9.3,10.3,400.5,511.2,14.5,49,98,1329.8,25424.6,14544.4,7115,76,3,1,242,24.34,2715
28.5,110.9,8.99,10.3,11.3,440.3,551.2,16.0,49,98,1330.5,25428.4,14532.7,7835,76,3,1,242,24.67,2700
30.6,110.9,9.23,10.9,11.9,452.2,563.1,16.5,49,98,1331.1,25433.7,14568.4,8717,76,3,1,242,24.83,2700
32.6,111.0,8.92,10.4,11.8,437.0,548.0,15.5,49,98,1331.4,25435.8,14586.7,9651,76,3,1,242,24.64,2700
34.6,111.0,9.39,10.8,13.3,460.2,571.2,17.2,49,98,1331.8,25440.1,14624.0,10565,76,3,1,242,24.66,2700
36.6,110.9,9.82,12.8,13.8,481.1,592.0,16.6,49,98,1332.2,25443.2,14644.2,11516,77,2,1,242,24.53,2700
38.7,110.9,11.63,14.8,16.8,569.7,680.6,19.2,49,98,1332.5,25445.7,14643.9,12127,77,3,0,242,24.40,2707
40.7,110.7,11.01,13.3,14.3,539.7,650.4,18.6,49,98,1332.8,25447.2,14660.8,13060,77,3,1,242,24.43,2715
42.7,111.2,10.33,12.3,13.3,506.1,617.3,17.3,49,98,1333.0,25447.8,14650.9,13897,77,3,1,242,24.62,2707
